Genome	Order_VC_predicted	Family_VC_predicted	Genus_VC_predicted	VC	VC Subcluster	VC Status
S39CNODE_7409_length_7518_cov_6.780115||full	Unassigned	Unassigned	Unassigned	840_0	VC_840_0	Clustered
S39CNODE_7465_length_7479_cov_6.543103||full	Unassigned	Unassigned	Unassigned	710_0	VC_710_0	Clustered
S39CNODE_7470_length_7475_cov_8.155256||full	Unassigned	Unassigned	Unassigned	764_0	VC_764_0	Clustered
S39CNODE_7648_length_7338_cov_7.666758||full	Unassigned	Unassigned	Unassigned	658_0	VC_658_0	Clustered
S39CNODE_7713_length_7296_cov_6.270405||full	Unassigned	Unassigned	Unassigned	831_0	VC_831_0	Clustered
S39CNODE_7755_length_7272_cov_15.251767||full	Unassigned	Unassigned	Unassigned	850_0	VC_850_0	Clustered
S39CNODE_7778_length_7258_cov_4.056782||full	['Caudovirales']	['Podoviridae']	Unassigned	814_0	VC_814_0	Clustered
S39CNODE_7840_length_7214_cov_14.563766||full	Unassigned	Unassigned	Unassigned	261_0	VC_261_0	Clustered
S39CNODE_7890_length_7180_cov_12.404772||full	Unassigned	Unassigned	Unassigned	649_0	VC_649_0	Clustered
S39CNODE_7899_length_7176_cov_5.589103||full	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_7917_length_7166_cov_5.378568||full	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_7948_length_7146_cov_7.035397||full_1	Unassigned	Unassigned	Unassigned	826_0	VC_826_0	Clustered
S39CNODE_7999_length_7110_cov_8.323742||full	Unassigned	Unassigned	Unassigned	748_0	VC_748_0	Clustered
S39CNODE_8030_length_7079_cov_6.335849||full	Unassigned	Unassigned	Unassigned	649_0	VC_649_0	Clustered
S39CNODE_8038_length_7075_cov_10.602137||full	Unassigned	Unassigned	Unassigned	847_0	VC_847_0	Clustered
S39CNODE_8057_length_7061_cov_8.994576||full	Unassigned	Unassigned	Unassigned	795_0	VC_795_0	Clustered
S39CNODE_8059_length_7059_cov_13.191462||full	Unassigned	Unassigned	Unassigned	622_0	VC_622_0	Clustered
S39CNODE_8113_length_7024_cov_7.790644||full	Unassigned	Unassigned	Unassigned	693_0	VC_693_0	Clustered
S39CNODE_8122_length_7016_cov_8.519466||full	Unassigned	Unassigned	Unassigned	721_0	VC_721_0	Clustered
S39CNODE_8342_length_6893_cov_5.356683||full	Unassigned	Unassigned	Unassigned	269_0	VC_269_0	Clustered
S39CNODE_8392_length_6857_cov_13.349162||full	Unassigned	Unassigned	Unassigned	719_0	VC_719_0	Clustered
S39CNODE_8509_length_6786_cov_6.890655||full	Unassigned	Unassigned	Unassigned	736_0	VC_736_0	Clustered
S39CNODE_8532_length_6771_cov_8.656045||full	['Caudovirales']	['Siphoviridae']	['Lentavirus']	361_0	VC_361_0	Clustered
S39CNODE_8662_length_6697_cov_3.476814||full	['Caudovirales']	['Podoviridae']	['Bpp1virus']	248_0	VC_248_0	Clustered
S39CNODE_8703_length_6674_cov_9.211512||full	['Caudovirales']	['Siphoviridae']	Unassigned	215_0	VC_215_0	Clustered
S39CNODE_8712_length_6669_cov_6.091926||full	Unassigned	Unassigned	Unassigned	731_0	VC_731_0	Clustered
S39CNODE_8733_length_6657_cov_9.431536||full	Unassigned	Unassigned	Unassigned	378_0	VC_378_0	Clustered
S39CNODE_878_length_26739_cov_10.835220||full	Unassigned	Unassigned	Unassigned	824_0	VC_824_0	Clustered
S39CNODE_8868_length_6586_cov_4.947175||full	Unassigned	Unassigned	Unassigned	809_0	VC_809_0	Clustered
S39CNODE_8940_length_6539_cov_6.267890||full	Unassigned	Unassigned	Unassigned	649_0	VC_649_0	Clustered
S39CNODE_897_length_26442_cov_15.073407||full	Unassigned	Unassigned	Unassigned	422_0	VC_422_0	Clustered
S39CNODE_9004_length_6507_cov_5.462337||full	Unassigned	Unassigned	Unassigned	651_0	VC_651_0	Clustered
S39CNODE_9047_length_6486_cov_9.522469||full	Unassigned	Unassigned	Unassigned	827_0	VC_827_0	Clustered
S39CNODE_9120_length_6446_cov_6.348459||full	Unassigned	Unassigned	Unassigned	693_0	VC_693_0	Clustered
S39CNODE_9145_length_6431_cov_5.910602||full	Unassigned	Unassigned	Unassigned	217_0	VC_217_0	Clustered
S39CNODE_9161_length_6425_cov_6.066091||full	Unassigned	Unassigned	Unassigned	725_0	VC_725_0	Clustered
S39CNODE_9221_length_6391_cov_7.939552||full	Unassigned	Unassigned	Unassigned	833_0	VC_833_0	Clustered
S39CNODE_9253_length_6373_cov_6.123932||full	Unassigned	Unassigned	Unassigned	475_0	VC_475_0	Clustered
S39CNODE_927_length_26014_cov_18.749220||full	Unassigned	Unassigned	Unassigned	824_0	VC_824_0	Clustered
S39CNODE_9328_length_6335_cov_4.839809||full	Unassigned	Unassigned	Unassigned	474_0	VC_474_0	Clustered
S39CNODE_9343_length_6325_cov_4.931260||full	['Caudovirales']	['Siphoviridae']	['Lentavirus']	361_0	VC_361_0	Clustered
S39CNODE_9453_length_6271_cov_27.159588||full	Unassigned	Unassigned	Unassigned	438_0	VC_438_0	Clustered
S39CNODE_9537_length_6228_cov_17.606836||full	Unassigned	Unassigned	Unassigned	815_0	VC_815_0	Clustered
S39CNODE_9791_length_6112_cov_7.782731||full	Unassigned	Unassigned	Unassigned	679_0	VC_679_0	Clustered
S39CNODE_9819_length_6095_cov_6.848344||full	Unassigned	Unassigned	Unassigned	838_0	VC_838_0	Clustered
S39CNODE_9847_length_6083_cov_6.522395||full	Unassigned	Unassigned	Unassigned	641_0	VC_641_0	Clustered
S39CNODE_993_length_25350_cov_5.716545||full	Unassigned	Unassigned	Unassigned	739_0	VC_739_0	Clustered
S3CNODE_130_length_33630_cov_21.684974||full	['Caudovirales']	['Myoviridae']	['Eganvirus', 'P2virus', 'Peduovirus', 'Stockinghallvirus']	164_0	VC_164_0	Clustered
S3CNODE_15_length_122718_cov_235.615124||full_1	['Caudovirales']	['Siphoviridae']	['Phifelvirus']	185_0	VC_185_0	Clustered
S3CNODE_188_length_26651_cov_90.073244||full	['Caudovirales']	['Myoviridae']	['Brunovirus']	256_0	VC_256_0	Clustered
S3CNODE_1_length_665503_cov_191.731037||0_partial_1	['Caudovirales']	['Siphoviridae']	Unassigned	364_0	VC_364_0	Clustered
S3CNODE_319_length_17073_cov_5.571630||full	Unassigned	Unassigned	Unassigned	673_0	VC_673_0	Clustered
S3CNODE_403_length_13714_cov_29.436269||full_1	Unassigned	Unassigned	Unassigned	394_0	VC_394_0	Clustered
S3CNODE_45_length_66508_cov_237.821453||0_partial_1	Unassigned	Unassigned	Unassigned	463_0	VC_463_0	Clustered
S3CNODE_466_length_11680_cov_16.348215||full	['Caudovirales']	['Myoviridae']	['Brunovirus']	256_0	VC_256_0	Clustered
S3CNODE_4_length_223675_cov_233.271210||full	Unassigned	Unassigned	Unassigned	389_4	VC_389_4	Clustered
S3CNODE_501_length_11014_cov_29.164249||full	Unassigned	Unassigned	Unassigned	305_0	VC_305_0	Clustered
S3CNODE_513_length_10712_cov_423.319133||full	Unassigned	Unassigned	Unassigned	525_0	VC_525_0	Clustered
S3CNODE_81_length_45557_cov_14.887587||full	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Vectrevirus', 'Axomammavirus', 'Sp6virus', 'Tuodvirus', 'Zindervirus', 'Acadevirus', 'Eracentumvirus']	351_0	VC_351_0	Clustered
S3CNODE_846_length_5651_cov_23.726412||full	Unassigned	Unassigned	Unassigned	391_0	VC_391_0	Clustered
S3CNODE_875_length_5449_cov_6.352799||full	Unassigned	Unassigned	Unassigned	643_0	VC_643_0	Clustered
S3CNODE_95_length_41527_cov_412.347801||full	Unassigned	Unassigned	Unassigned	452_0	VC_452_0	Clustered
S40CNODE_1209_length_8067_cov_3.828008||full	Unassigned	Unassigned	Unassigned	418_0	VC_418_0	Clustered
S40CNODE_1211_length_8054_cov_5.906613||full	Unassigned	Unassigned	Unassigned	758_0	VC_758_0	Clustered
S40CNODE_123_length_62420_cov_78.586242||full	Unassigned	Unassigned	Unassigned	777_0	VC_777_0	Clustered
S40CNODE_1254_length_7728_cov_6.166167||full	Unassigned	Unassigned	Unassigned	616_0	VC_616_0	Clustered
S40CNODE_133_length_58971_cov_10.331676||full_1	['Caudovirales']	['Myoviridae']	Unassigned	130_0	VC_130_0	Clustered
S40CNODE_1523_length_6493_cov_4.189966||full	Unassigned	Unassigned	Unassigned	639_0	VC_639_0	Clustered
S40CNODE_174_length_47267_cov_4.764827||full_1	['Caudovirales']	['Myoviridae']	['Toutatisvirus', 'Eponavirus', 'Taranisvirus']	194_0	VC_194_0	Clustered
S40CNODE_1750_length_5759_cov_14.094144||full	Unassigned	Unassigned	Unassigned	442_0	VC_442_0	Clustered
S40CNODE_1793_length_5630_cov_39.198027||full	Unassigned	Unassigned	Unassigned	421_0	VC_421_0	Clustered
S40CNODE_181_length_45882_cov_8.163026||full	Unassigned	Unassigned	Unassigned	642_0	VC_642_0	Clustered
S40CNODE_1874_length_5427_cov_15.316828||full	Unassigned	Unassigned	Unassigned	428_0	VC_428_0	Clustered
S40CNODE_1927_length_5271_cov_5.912577||full	Unassigned	Unassigned	Unassigned	758_0	VC_758_0	Clustered
S40CNODE_1949_length_5225_cov_4.433849||full	Unassigned	Unassigned	Unassigned	640_0	VC_640_0	Clustered
S40CNODE_1958_length_5214_cov_3.777282||full	Unassigned	Unassigned	Unassigned	839_0	VC_839_0	Clustered
S40CNODE_239_length_36124_cov_14.634478||full	['Caudovirales']	['Podoviridae']	['Uetakevirus', 'Epsilon15virus']	266_0	VC_266_0	Clustered
S40CNODE_259_length_33551_cov_8.020838||full	Unassigned	Unassigned	Unassigned	700_0	VC_700_0	Clustered
S40CNODE_333_length_27187_cov_10.767839||full	Unassigned	Unassigned	Unassigned	427_0	VC_427_0	Clustered
S40CNODE_368_length_24669_cov_14.685342||full	Unassigned	Unassigned	Unassigned	675_0	VC_675_0	Clustered
S40CNODE_417_length_21584_cov_147.742115||full_1	Unassigned	Unassigned	Unassigned	423_0	VC_423_0	Clustered
S40CNODE_445_length_20241_cov_17.788616||full	Unassigned	Unassigned	Unassigned	712_0	VC_712_0	Clustered
S40CNODE_466_length_19447_cov_87.257529||full	Unassigned	Unassigned	Unassigned	851_0	VC_851_0	Clustered
S40CNODE_560_length_16675_cov_86.024368||full	['Caudovirales']	['Podoviridae']	Unassigned	356_0	VC_356_0	Clustered
S40CNODE_679_length_13858_cov_18.424328||full	Unassigned	Unassigned	Unassigned	167_0	VC_167_0	Clustered
S40CNODE_709_length_13061_cov_4.788252||full	Unassigned	Unassigned	Unassigned	549_0	VC_549_0	Clustered
S40CNODE_77_length_88348_cov_14.289853||full	['Caudovirales']	['Myoviridae']	['Felixo1virus', 'Mooglevirus', 'Felixounavirus', 'Suspvirus']	19_0	VC_19_0	Clustered
S40CNODE_787_length_11862_cov_4.569154||full	Unassigned	Unassigned	Unassigned	282_0	VC_282_0	Clustered
S40CNODE_7_length_222006_cov_12.275917||full	Unassigned	Unassigned	Unassigned	389_4	VC_389_4	Clustered
S40CNODE_80_length_86091_cov_1119.998803||full	Unassigned	Unassigned	Unassigned	261_0	VC_261_0	Clustered
S4CNODE_115_length_59009_cov_26.919140||full	['Caudovirales']	['Myoviridae']	['P1virus', 'Punavirus']	431_0	VC_431_0	Clustered
S4CNODE_24_length_140370_cov_55.843203||0_partial	Unassigned	Unassigned	Unassigned	706_0	VC_706_0	Clustered
S4CNODE_562_length_9448_cov_14.218354||full	Unassigned	Unassigned	Unassigned	450_0	VC_450_0	Clustered
S4CNODE_58_length_85503_cov_94.639231||full_1	['Caudovirales']	['Siphoviridae']	Unassigned	183_0	VC_183_0	Clustered
S4CNODE_623_length_7444_cov_4.548924||full	Unassigned	Unassigned	Unassigned	655_0	VC_655_0	Clustered
S4CNODE_625_length_7354_cov_5.574599||full	Unassigned	Unassigned	Unassigned	569_0	VC_569_0	Clustered
S5CNODE_1000_length_7184_cov_14.791135||full	Unassigned	Unassigned	Unassigned	681_0	VC_681_0	Clustered
S5CNODE_1077_length_6680_cov_17.239245||full	Unassigned	Unassigned	Unassigned	422_0	VC_422_0	Clustered
S5CNODE_1079_length_6672_cov_15.204020||full	Unassigned	Unassigned	Unassigned	428_0	VC_428_0	Clustered
S5CNODE_1120_length_6395_cov_10.374290||full	Unassigned	Unassigned	Unassigned	753_0	VC_753_0	Clustered
S5CNODE_125_length_37453_cov_15.494411||full	['Caudovirales']	['Siphoviridae']	['Nickievirus']	596_1	VC_596_1	Clustered
S5CNODE_1301_length_5458_cov_4.908199||full	Unassigned	Unassigned	Unassigned	708_0	VC_708_0	Clustered
S5CNODE_134_length_36481_cov_9.444518||full_1	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
S5CNODE_1401_length_5103_cov_3.578645||full	Unassigned	Unassigned	Unassigned	734_0	VC_734_0	Clustered
S5CNODE_205_length_28921_cov_11.061456||full	['Caudovirales']	['Podoviridae']	['Uetakevirus', 'Epsilon15virus']	266_0	VC_266_0	Clustered
S5CNODE_249_length_25083_cov_538.229623||0_partial	Unassigned	Unassigned	Unassigned	532_0	VC_532_0	Clustered
S5CNODE_256_length_24471_cov_16.048165||full	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
S5CNODE_2_length_236517_cov_841.734638||full	['Caudovirales']	['Myoviridae']	['Goslarvirus']	413_0	VC_413_0	Clustered
S5CNODE_329_length_20536_cov_26.659099||full	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
S5CNODE_347_length_19824_cov_1041.420912||full	['Caudovirales']	['Myoviridae']	Unassigned	113_0	VC_113_0	Clustered
S5CNODE_367_length_19048_cov_14.714263||full	Unassigned	Unassigned	Unassigned	712_0	VC_712_0	Clustered
S5CNODE_441_length_16093_cov_7.774037||full	['Caudovirales']	['Podoviridae']	Unassigned	249_0	VC_249_0	Clustered
S5CNODE_449_length_15844_cov_16.535119||full	Unassigned	Unassigned	Unassigned	598_0	VC_598_0	Clustered
S5CNODE_45_length_62337_cov_332.871552||full	['Caudovirales']	['Myoviridae']	['P1virus', 'Punavirus']	431_0	VC_431_0	Clustered
S5CNODE_516_length_14080_cov_423.280143||full	Unassigned	Unassigned	Unassigned	305_0	VC_305_0	Clustered
S5CNODE_57_length_57425_cov_201.218947||full	['Caudovirales']	['Siphoviridae', 'Podoviridae']	['Sashavirus', 'Nonanavirus']	409_0	VC_409_0	Clustered
S5CNODE_595_length_12297_cov_18.203398||full	['Caudovirales']	['Siphoviridae']	['Lambdavirus', 'N15virus']	293_0	VC_293_0	Clustered
S5CNODE_625_length_11700_cov_40.614513||full	Unassigned	Unassigned	Unassigned	525_0	VC_525_0	Clustered
S5CNODE_65_length_53300_cov_37.895840||full	Unassigned	Unassigned	Unassigned	102_0	VC_102_0	Clustered
S5CNODE_725_length_10011_cov_23.289172||full	Unassigned	Unassigned	Unassigned	660_0	VC_660_0	Clustered
S5CNODE_787_length_9266_cov_510.877538||full	Unassigned	Unassigned	Unassigned	305_0	VC_305_0	Clustered
S5CNODE_900_length_8033_cov_8.391075||full	Unassigned	Unassigned	Unassigned	690_0	VC_690_0	Clustered
S6CNODE_113_length_44213_cov_9.112392||full	Unassigned	Unassigned	Unassigned	756_0	VC_756_0	Clustered
S6CNODE_115_length_42925_cov_338.335246||full	Unassigned	Unassigned	Unassigned	69_0	VC_69_0	Clustered
S6CNODE_139_length_37143_cov_90.238487||0_partial	Unassigned	Unassigned	Unassigned	631_0	VC_631_0	Clustered
S6CNODE_145_length_36064_cov_292.754700||full	Unassigned	Unassigned	Unassigned	755_0	VC_755_0	Clustered
S6CNODE_256_length_20148_cov_7.014532||full	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S6CNODE_281_length_18757_cov_50.750348||full	Unassigned	Unassigned	Unassigned	551_0	VC_551_0	Clustered
S6CNODE_307_length_16310_cov_6.568440||full	Unassigned	Unassigned	Unassigned	372_0	VC_372_0	Clustered
S6CNODE_339_length_14521_cov_9.836168||full	Unassigned	Unassigned	Unassigned	360_0	VC_360_0	Clustered
S6CNODE_344_length_14127_cov_8.507959||full	Unassigned	Unassigned	Unassigned	128_0	VC_128_0	Clustered
S6CNODE_388_length_12612_cov_11.202915||full_1	Unassigned	Unassigned	Unassigned	770_0	VC_770_0	Clustered/Singleton
S6CNODE_395_length_12303_cov_43.338831||full	Unassigned	Unassigned	Unassigned	743_0	VC_743_0	Clustered
S6CNODE_445_length_10200_cov_7.388763||full	Unassigned	Unassigned	Unassigned	70_0	VC_70_0	Clustered
S6CNODE_451_length_10025_cov_11.684453||full	Unassigned	Unassigned	Unassigned	852_0	VC_852_0	Clustered
S6CNODE_494_length_8463_cov_7.248454||full	Unassigned	Unassigned	Unassigned	360_0	VC_360_0	Clustered
S6CNODE_542_length_7215_cov_4.585615||full	Unassigned	Unassigned	Unassigned	772_0	VC_772_0	Clustered/Singleton
S6CNODE_6_length_199167_cov_268.748639||0_partial_1	Unassigned	Unassigned	Unassigned	853_0	VC_853_0	Clustered
S6CNODE_92_length_54808_cov_12.315690||0_partial_1	Unassigned	Unassigned	Unassigned	646_0	VC_646_0	Clustered
S7CNODE_440_length_5799_cov_4.260968||full	Unassigned	Unassigned	Unassigned	621_0	VC_621_0	Clustered
S8CNODE_1001_length_16609_cov_24.198392||full	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
S8CNODE_1019_length_16367_cov_485.794078||full	Unassigned	Unassigned	Unassigned	764_0	VC_764_0	Clustered
S8CNODE_1059_length_15792_cov_5.467052||full	Unassigned	Unassigned	Unassigned	128_0	VC_128_0	Clustered
S8CNODE_1167_length_14249_cov_5.020995||full	Unassigned	Unassigned	Unassigned	217_0	VC_217_0	Clustered
S8CNODE_1184_length_14048_cov_18.210462||full	Unassigned	Unassigned	Unassigned	544_0	VC_544_0	Clustered
S8CNODE_119_length_99636_cov_291.212079||full	Unassigned	Unassigned	Unassigned	774_0	VC_774_0	Clustered
S8CNODE_1205_length_13869_cov_6.917258||full	Unassigned	Unassigned	Unassigned	722_0	VC_722_0	Clustered
S8CNODE_1252_length_13356_cov_47.866927||full	Unassigned	Unassigned	Unassigned	254_0	VC_254_0	Clustered
S8CNODE_135_length_90638_cov_10.760904||0_partial	Unassigned	Unassigned	Unassigned	676_0	VC_676_0	Clustered
S8CNODE_1438_length_11711_cov_193.063229||full_1	Unassigned	Unassigned	Unassigned	854_0	VC_854_0	Clustered
S8CNODE_1580_length_10735_cov_5.331835||full	Unassigned	Unassigned	Unassigned	791_0	VC_791_0	Clustered
S8CNODE_1624_length_10509_cov_4.608284||full	Unassigned	Unassigned	Unassigned	809_0	VC_809_0	Clustered
S8CNODE_1649_length_10375_cov_4.878295||full	Unassigned	Unassigned	Unassigned	735_0	VC_735_0	Clustered
S8CNODE_1688_length_10109_cov_25.418739||full	Unassigned	Unassigned	Unassigned	734_0	VC_734_0	Clustered
S8CNODE_1697_length_10070_cov_7.641038||full	Unassigned	Unassigned	Unassigned	420_0	VC_420_0	Clustered
S8CNODE_17_length_223639_cov_65.121632||full	Unassigned	Unassigned	Unassigned	389_4	VC_389_4	Clustered
S8CNODE_187_length_77057_cov_7.900548||full	Unassigned	Unassigned	Unassigned	628_0	VC_628_0	Clustered
S8CNODE_2063_length_8314_cov_10.056302||full	Unassigned	Unassigned	Unassigned	539_0	VC_539_0	Clustered
S8CNODE_2071_length_8285_cov_18.216889||full	Unassigned	Unassigned	Unassigned	727_0	VC_727_0	Clustered
S8CNODE_2086_length_8228_cov_5.955585||full	Unassigned	Unassigned	Unassigned	791_0	VC_791_0	Clustered
S8CNODE_2094_length_8208_cov_45.658408||full	Unassigned	Unassigned	Unassigned	852_0	VC_852_0	Clustered
S8CNODE_2161_length_7908_cov_5.323953||full	Unassigned	Unassigned	Unassigned	195_0	VC_195_0	Clustered
S8CNODE_2172_length_7867_cov_31.377368||full	Unassigned	Unassigned	Unassigned	391_0	VC_391_0	Clustered
S8CNODE_227_length_67728_cov_19.934287||full_1	Unassigned	Unassigned	Unassigned	544_0	VC_544_0	Clustered
S8CNODE_2293_length_7477_cov_4.600377||full	Unassigned	Unassigned	Unassigned	789_0	VC_789_0	Clustered
S8CNODE_229_length_67260_cov_6.670397||full	Unassigned	Unassigned	Unassigned	335_0	VC_335_0	Clustered
S8CNODE_2328_length_7370_cov_4.501846||full	Unassigned	Unassigned	Unassigned	689_0	VC_689_0	Clustered
S8CNODE_2350_length_7284_cov_3.947849||full	['Caudovirales']	['Siphoviridae']	['Lentavirus']	361_0	VC_361_0	Clustered
S8CNODE_2399_length_7126_cov_6.084712||full	Unassigned	Unassigned	Unassigned	797_0	VC_797_0	Clustered
S8CNODE_2437_length_7003_cov_4.188975||full	Unassigned	Unassigned	Unassigned	843_0	VC_843_0	Clustered
S8CNODE_2536_length_6702_cov_4.395366||full	Unassigned	Unassigned	Unassigned	694_0	VC_694_0	Clustered
S8CNODE_2543_length_6665_cov_5.125416||full	Unassigned	Unassigned	Unassigned	378_0	VC_378_0	Clustered
S8CNODE_2630_length_6426_cov_5.864699||full	Unassigned	Unassigned	Unassigned	736_0	VC_736_0	Clustered
S8CNODE_264_length_59775_cov_19.731112||full	Unassigned	Unassigned	Unassigned	626_0	VC_626_0	Clustered
S8CNODE_2786_length_6082_cov_9.076157||full	Unassigned	Unassigned	Unassigned	760_0	VC_760_0	Clustered
S8CNODE_2806_length_6047_cov_15.493825||full	Unassigned	Unassigned	Unassigned	837_0	VC_837_0	Clustered
S8CNODE_2811_length_6034_cov_5.676869||full	Unassigned	Unassigned	Unassigned	775_0	VC_775_0	Clustered
S8CNODE_2818_length_6015_cov_3.565101||full	Unassigned	Unassigned	Unassigned	612_0	VC_612_0	Clustered
S8CNODE_2843_length_5969_cov_33.649476||full	['Caudovirales']	Unassigned	Unassigned	436_0	VC_436_0	Clustered
S8CNODE_2869_length_5927_cov_70.713896||full	Unassigned	Unassigned	Unassigned	654_0	VC_654_0	Clustered
S8CNODE_290_length_54832_cov_68.687314||full	Unassigned	Unassigned	Unassigned	102_0	VC_102_0	Clustered
S8CNODE_2994_length_5684_cov_11.136436||full	Unassigned	Unassigned	Unassigned	560_0	VC_560_0	Clustered
S8CNODE_3193_length_5284_cov_4.115892||full_1	Unassigned	Unassigned	Unassigned	786_0	VC_786_0	Clustered
S8CNODE_3389_length_5005_cov_6.892323||full	Unassigned	Unassigned	Unassigned	419_0	VC_419_0	Clustered
S8CNODE_349_length_48003_cov_6.612872||0_partial_1	Unassigned	Unassigned	Unassigned	724_0	VC_724_0	Clustered
S8CNODE_359_length_46960_cov_7.571837||full_1	Unassigned	Unassigned	Unassigned	368_0	VC_368_0	Clustered
S8CNODE_368_length_46208_cov_17.818018||full	Unassigned	Unassigned	Unassigned	542_0	VC_542_0	Clustered
S8CNODE_371_length_45839_cov_26.903460||full	Unassigned	Unassigned	Unassigned	642_0	VC_642_0	Clustered
